Alpha,Changing Learning Rate,,,,,,,
,Training set,,,,Testing set,,,
,RSS,MSE,RMSE,R^2,RSS,MSE,RMSE,R^2
0.1,1961.218166,5.041691944,2.245371226,38.30141466,1234.089187,4.746496873,2.178645651,41.78407509
0.05,1966.186977,5.054465236,2.248213788,38.14509927,1303.402043,5.013084783,2.238991912,38.51436648
0.005,21345.43598,54.87258608,7.407603261,-571.5128517,19597.97989,75.37684575,8.681983975,-824.4992484
0.0049,21737.06752,55.87935094,7.475249223,-583.8333125,19852.67485,76.35644173,8.738217308,-836.5140222
0.001,45313.30839,116.486654,10.79289831,-1325.525764,33379.10298,128.3811653,11.33054126,-1474.5988
0.0005,49950.05415,128.4063089,11.33165076,-1471.394622,35762.65106,137.5486579,11.728114,-1587.038369
0.0001,54026.91283,138.8866654,11.78501868,-1599.649814,37807.30781,145.4127224,12.05871976,-1683.491352
